pop_id,origin_prefecture,destination_prefecture,origin_site_id,destination_site_id,movements_per_weekday,source
jp-noncommute-41-40-000345,41,40,demand-site-77d78b9c4a790246e2184ed3,demand-site-7aba3a3ea35d28d9a524ae2c,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-40-000346,41,40,demand-site-7d10d074183916575a66d0cc,demand-site-a6bb6890d013cc5c59d0194c,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-40-000347,41,40,demand-site-cbdfaa6ebbfc8b2379f07563,demand-site-2e5ad2092593627ac55f0af1,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-40-000348,41,40,demand-site-1fc6cf94bc78391c55d4984b,demand-site-b368fdc64dea50ebbe56d18c,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-40-000349,41,40,demand-site-b403dcf2024131e55566ff02,demand-site-789d0963e91e0730b0ec6fe6,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-40-000350,41,40,demand-site-9a09dc8fc9bee8ccc8511329,demand-site-a87132f4f22a2368145cdfc3,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-40-000351,41,40,demand-site-3a453caad283ff56d25c1bd5,demand-site-2fa89d5a9944bc03ed776067,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-40-000352,41,40,demand-site-16a532d3896c9dc45eb26172,demand-site-074f01bf5d283d8f26f9d2a5,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-40-000353,41,40,demand-site-e21f9229a5b6ad42afd1bfcc,demand-site-1798dde96d9cf84dd88c89d0,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-40-000354,41,40,demand-site-50f80080aacf20fe99780973,demand-site-475bb96b17be15f67fd7d02e,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-40-000355,41,40,demand-site-77c2cb4868ec4eefc4dd22a9,demand-site-532e074afb1284d1cbcd1190,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-40-000356,41,40,demand-site-e9df33a61930177ab265dbee,demand-site-4274e37dab9df6e9f048abdd,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-40-000357,41,40,demand-site-c2e366b2d9d27121f7e534f6,demand-site-9099c0080f40b9e9e956b095,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-40-000358,41,40,demand-site-4a0fa7a12d9e8f4dc83c2b20,demand-site-6dda8c19c39c5c08bc04d730,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-40-000359,41,40,demand-site-63c770cbabe50bcc4acd04e0,demand-site-9099c0080f40b9e9e956b095,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-40-000360,41,40,demand-site-e2ccfdbec21fd67ec200a877,demand-site-f0b55c759f880431d400c732,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-40-000361,41,40,demand-site-2d1b3371fb902e684643c4cd,demand-site-4b673e584ff4c9f635168d89,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-40-000362,41,40,demand-site-4906cdd51d9cfdca74bf7835,demand-site-06f41da57ce1886f0cf2ded6,81,2015 National Survey of Net Passenger Flow
jp-noncommute-41-42-000001,41,42,demand-site-d0c1a8f1765596dee43986ae,demand-site-35492dff1a832db5465ca650,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-42-000002,41,42,demand-site-c6d47fb8f54cc31856367158,demand-site-d756904340d846c97ab526ba,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-42-000003,41,42,demand-site-86ef5ba73d6cb304c54d747e,demand-site-28949cad089d8642b35ab903,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-42-000004,41,42,demand-site-d72b78980502be9e09eb9d40,demand-site-10cc972551786a6009ec3d73,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-42-000005,41,42,demand-site-05bd6fcd2cb5df0f73fad8df,demand-site-ecbdcbdbccc7ab8be4e25d42,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-42-000006,41,42,demand-site-220956cd92b97b06e1757f65,demand-site-54417877262530269199a79a,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-42-000007,41,42,demand-site-9b70d0bef8e63b7a7c1815e1,demand-site-95ed2a43c90e6ce0fe675c88,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-42-000008,41,42,demand-site-86a134fd9c56ed2ffa885485,demand-site-e5fb36fdd97186fe283de216,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-42-000009,41,42,demand-site-7f9361a121ff44bfd6afe99e,demand-site-60389ebc630e7a209a220235,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-42-000010,41,42,demand-site-a1d686ed20059bb523bec7a1,demand-site-5a9ad4112b3d3288de6c81bc,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-42-000011,41,42,demand-site-25e20af81e2b33d1671edb74,demand-site-963f191490874f2a287cecab,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-42-000012,41,42,demand-site-08ae0e0a54b93bdf6226bc0c,demand-site-0efdaa785e59b9294a8258f3,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-42-000013,41,42,demand-site-bd9a6978343797a99e200a6a,demand-site-0c2b4e97123db7748c73ce6d,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-42-000014,41,42,demand-site-1db129cff82956be60c9e0e2,demand-site-0d00c2be75477ec2f59cbbc3,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-42-000015,41,42,demand-site-e21f9229a5b6ad42afd1bfcc,demand-site-0cc8b33c7e5746549f86f731,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-42-000016,41,42,demand-site-d749285cc3e81b3f59145eb4,demand-site-fcb9d2ed5e1f0f9d1e020359,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-42-000017,41,42,demand-site-195a3325cd5aab829b284a74,demand-site-5f3be31048c515e3490b360e,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-42-000018,41,42,demand-site-81ffbf529430090c5c77662d,demand-site-d499f031f3d72611524da395,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-42-000019,41,42,demand-site-5f559f0575208fb253c64562,demand-site-cc59d1ff9abfdf61ffe23cd9,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-42-000020,41,42,demand-site-70335099a4197b75fa3cc942,demand-site-128b9f031df54a8f5209c89e,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-42-000021,41,42,demand-site-d121a8a6116bc13e82790045,demand-site-a64e3f4e20e2a59e7207e980,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-42-000022,41,42,demand-site-d8f4f01fa92a3e9d051b735b,demand-site-4593ba232473028fe61bd10a,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-42-000023,41,42,demand-site-9582f252f688293e89301706,demand-site-2e0d17366cd4806b06dd856f,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-42-000024,41,42,demand-site-b2c0cf50dbfcdf11be80c04f,demand-site-2e7bbb106274f34e94ab6184,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-42-000025,41,42,demand-site-44351497681ea3c320c76629,demand-site-01c8e277c1f2a43e5f3e96c9,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-42-000026,41,42,demand-site-3ba898d31de761f338537711,demand-site-d5ae3cbc9387ea0540f2b505,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-42-000027,41,42,demand-site-74f69b6b2f0ac7515f5ce52f,demand-site-6d8291816a2e3a1593d87d05,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-42-000028,41,42,demand-site-a4a5b0ce2c19ebf504587bc8,demand-site-614ecca1d770e7d563f681fc,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-42-000029,41,42,demand-site-3ec7dfa8d0a294415bb9c87b,demand-site-17980f90a65e1ae452fe9c3e,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-42-000030,41,42,demand-site-58f763feb320c416c0f835ec,demand-site-8af2092ae258d604a4ec3b53,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-42-000031,41,42,demand-site-11b34d96194d82378cab80e1,demand-site-6de90ec431aa4edaf073a768,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-42-000032,41,42,demand-site-56622ff0fd62d8459b255bf1,demand-site-9f85a43915db97d2d77b07b9,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-42-000033,41,42,demand-site-ed799a7a7f4ba9361e04e767,demand-site-38d4dab4960ba41a1ba6c55e,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-42-000034,41,42,demand-site-e1a4c227dc7e4f7759a8d83b,demand-site-95ed2a43c90e6ce0fe675c88,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-42-000035,41,42,demand-site-b3601baae9215661ac68e100,demand-site-6b78ba4585bbb509c2b50135,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-42-000036,41,42,demand-site-3cd7ef9a5cd32d9b394b8690,demand-site-b8ff6e5a5651f2ecd1bcb32f,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-42-000037,41,42,demand-site-fc1c7a67d8cd4f1e7fb1b29b,demand-site-e34980960d41af88bd115f9f,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-42-000038,41,42,demand-site-ab106396feb16095fd117839,demand-site-957e69a56a382caa75195db7,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-42-000039,41,42,demand-site-fbd83c4097697e5c3f8494ef,demand-site-5912ad661cee6c22c128ddf4,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-42-000040,41,42,demand-site-72f36f74c74b6b42462d508f,demand-site-5bf2f78a3800a90edb5a57db,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-42-000041,41,42,demand-site-006bba7965c5747ad5ccc65b,demand-site-1e356a7b99baa5b0c8e1d686,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-42-000042,41,42,demand-site-8dbf0fae14eda30a93d37cad,demand-site-aa0e8c9ca1f40fa3c406642d,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-42-000043,41,42,demand-site-1e3fe9858231870609aea930,demand-site-1b25702bd2905d0f9b2669ea,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-42-000044,41,42,demand-site-0a566c5f6a9978db6ca15ae3,demand-site-0519a1ad0b829dce45b1781c,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-42-000045,41,42,demand-site-9f330af0a3a4593a14772935,demand-site-a669fe914b776d5e886e4140,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-42-000046,41,42,demand-site-433e4f27eead3fe08df2cf21,demand-site-0c8065bd7cea22f8867de6e7,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-42-000047,41,42,demand-site-9d5c638e520cf1e2e4d1cc69,demand-site-c7bc1b0c42625f92fe211c11,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-42-000048,41,42,demand-site-56622ff0fd62d8459b255bf1,demand-site-ca3573cdf49084eded2b6b60,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-42-000049,41,42,demand-site-bf04f100bddce5fce13bd383,demand-site-4d015a97f120d3369a8d7f2b,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-42-000050,41,42,demand-site-e58d75f4f6192fa29d93e62b,demand-site-6de90ec431aa4edaf073a768,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-42-000051,41,42,demand-site-40e4b4e55b09c802a30b1f3d,demand-site-5431489562020057cb0b7c2e,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-42-000052,41,42,demand-site-965409e93c7fd621b50d9916,demand-site-ad9cd7901f6eac8f347ff2db,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-42-000053,41,42,demand-site-fd5149231416fe45ed7ecdd9,demand-site-5431489562020057cb0b7c2e,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-42-000054,41,42,demand-site-719edde0cd0a252c114d8904,demand-site-16865eb4145dbb0fafc1a24e,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-42-000055,41,42,demand-site-a3b9d9646cdce253b8f37aed,demand-site-10cc972551786a6009ec3d73,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-42-000056,41,42,demand-site-814bcde77f9ba4d52ff4aa3f,demand-site-beeeae9c7e0935a8940d1ca3,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-42-000057,41,42,demand-site-618af219fe255f00481a4acc,demand-site-6c7affe0f50592f6568112c9,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-42-000058,41,42,demand-site-3a61acd65e45c0dc56096ee0,demand-site-4d2be3df1e8b879112c62689,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-42-000059,41,42,demand-site-6977bbb149ec8182238a5e98,demand-site-5a82291148cf164cae827d4f,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-42-000060,41,42,demand-site-a34a5b3365ab949227d2a23c,demand-site-e9fc8452a6d661d2dede3109,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-42-000061,41,42,demand-site-60eb2c6452692eed2c44a3f4,demand-site-c20b7e797be1c15d2d63e3ca,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-42-000062,41,42,demand-site-4d535c835746f753c844e871,demand-site-69653fc0c9443663e2c553dd,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-42-000063,41,42,demand-site-698e1c8a66f1ed276bded14f,demand-site-0148d029905737ab7d1812e7,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-42-000064,41,42,demand-site-ccbb264fe5d5988c7da9610a,demand-site-e9fc8452a6d661d2dede3109,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-42-000065,41,42,demand-site-7c618ced1988b765c4f4cc32,demand-site-e30240fe3314238c4c99f0da,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-42-000066,41,42,demand-site-1e3e74666bb2ff1eca2bdab9,demand-site-c0999281ee064f2d41b6fd98,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-42-000067,41,42,demand-site-e4fb9f2e13e9625982686bf3,demand-site-f63ed03ae6a68445e94e5e8f,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-42-000068,41,42,demand-site-fdf6388cc5196f793011bb47,demand-site-64bd96bffdbf7798c8110065,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-42-000069,41,42,demand-site-dd9297805d3c4559e003e14d,demand-site-0c173f484815d4e16eb78639,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-42-000070,41,42,demand-site-74e1993a0007c77d1484252e,demand-site-e30240fe3314238c4c99f0da,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-42-000071,41,42,demand-site-c2a40563818d9516c19cb23a,demand-site-845692e4a0474ccfeb08be16,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-42-000072,41,42,demand-site-9424a0a2155eb2f393f55476,demand-site-24395ae8f7c44eecb73c7c45,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-42-000073,41,42,demand-site-953e9e3741e3149be2d443a4,demand-site-91013a1e2873971dc9459f49,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-42-000074,41,42,demand-site-1fdf9787578cf3f8633e4e7b,demand-site-334fc34cd6c9b1bfccf40195,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-42-000075,41,42,demand-site-4a28afbb63272830a0d3213f,demand-site-d916424605d198dd6fc50017,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-42-000076,41,42,demand-site-ceb9c76f2d00f5df28ca0aca,demand-site-a00f97befa3b30439d5f4dab,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-42-000077,41,42,demand-site-21d60e2ccdc1a98c19e462af,demand-site-6b78ba4585bbb509c2b50135,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-42-000078,41,42,demand-site-e9efe6df57a62da50ea969c1,demand-site-f63008f1301c1618bcafaf9b,178,2015 National Survey of Net Passenger Flow
jp-noncommute-41-43-000001,41,43,demand-site-8f914fb308b95890d3911678,demand-site-baf422190c29276515379095,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-43-000002,41,43,demand-site-a4a5b0ce2c19ebf504587bc8,demand-site-d4f6f8cf9218be8fd4096149,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-43-000003,41,43,demand-site-8f773cea27558a55b8b42420,demand-site-f6db2dcc9f36e0264c8af082,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-43-000004,41,43,demand-site-73c2aa8e0130aa97e5b1f862,demand-site-fb9a044588765a69106b03bb,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-43-000005,41,43,demand-site-c35f33437ef78fe9ecdb7055,demand-site-29066736aecd3e98bef8c632,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-43-000006,41,43,demand-site-da61250822f90c53db1157c5,demand-site-cece9cc614ba9939e8b7bbc6,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-43-000007,41,43,demand-site-b94ff5676d6a14fd37829a4b,demand-site-08e4c8a4f19e568022ab2d86,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-43-000008,41,43,demand-site-38166efc03026e428fbe2a0f,demand-site-a590fdfbe803c7c5690bd4ee,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-43-000009,41,43,demand-site-4c082dcbdcfcfa70ec2889f1,demand-site-943885246fcc6dfb0542d510,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-43-000010,41,43,demand-site-2f957a27ccb8c28077a766ee,demand-site-e99ba653c9266927ba042747,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-43-000011,41,43,demand-site-0b34e4e2a9f15096ab658da7,demand-site-0b090f4da44edcb07ff17f28,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-43-000012,41,43,demand-site-6bf3f7e9cfb1a354ab521436,demand-site-072cafdd17135360a04c52e4,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-43-000013,41,43,demand-site-bf2739ccdf0af63a7c80fd8d,demand-site-2dc5f2932ec21fc8b885b695,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-43-000014,41,43,demand-site-f556e93ab85f0f826b2d49a9,demand-site-a5e3a21ccccb85d87c0f0ab5,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-43-000015,41,43,demand-site-9f2cbb5b0c50397c9ebf07f4,demand-site-2567214cbfd9a016c2d9f88a,86,2015 National Survey of Net Passenger Flow
jp-noncommute-41-44-000001,41,44,demand-site-a8de3746524b99363a0fa7f8,demand-site-2bab97ee8f350bc9baa371d3,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-44-000002,41,44,demand-site-7fadbdd33286137208ae270a,demand-site-25aea2f46787a8c3024e3826,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-44-000003,41,44,demand-site-932bc8e04162630e4f01d339,demand-site-fc7335b997ff56a503facf46,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-44-000004,41,44,demand-site-6c7e5ea273302636a20c3b45,demand-site-5793396de63e956c7d8d84f7,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-44-000005,41,44,demand-site-f050037d53496fb6b46616a4,demand-site-fca289c85d7232405f873ba3,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-44-000006,41,44,demand-site-51212bdd7e40449eb566acf0,demand-site-a5d225fe451be3f265b42390,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-44-000007,41,44,demand-site-d276be6e0addbdc0ca7c75ef,demand-site-31011c2d4263671692835277,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-44-000008,41,44,demand-site-0ed77663f4c15067a17684eb,demand-site-d44baa4374d292c44474f51d,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-44-000009,41,44,demand-site-369488b800ce260fd249af87,demand-site-708d378e4085dfc764f3df0c,159,2015 National Survey of Net Passenger Flow
jp-noncommute-41-45-000001,41,45,demand-site-021a070f12d77aa4ebaa384e,demand-site-953941c76f97450c8d6b5a14,196,2015 National Survey of Net Passenger Flow
jp-noncommute-41-46-000001,41,46,demand-site-c9a90fa892afaa30e468bcb2,demand-site-6e4d4eede70e761687721d6e,200,2015 National Survey of Net Passenger Flow
jp-noncommute-41-46-000002,41,46,demand-site-a8be40f7782c44ae2f5f36fe,demand-site-4123f96db137f93fe7e93c0d,58,2015 National Survey of Net Passenger Flow
jp-noncommute-41-47-000001,41,47,demand-site-7d0f2eb6b2edb53ad14202a6,demand-site-6a792adfcb97aac8fcc59de1,94,2015 National Survey of Net Passenger Flow
jp-noncommute-42-01-000001,42,01,demand-site-c5183c6cb22f68f6a7226024,demand-site-acc2d3929382b722acfe2423,100,2015 National Survey of Net Passenger Flow
jp-noncommute-42-02-000001,42,02,demand-site-c33f985aefbc937ba92d5494,demand-site-899ffd93dbbc631996ec9fb3,8,2015 National Survey of Net Passenger Flow
jp-noncommute-42-03-000001,42,03,demand-site-218f28cd540956fcdd2d9d7e,demand-site-117fb6adabf4cc6582ec4a0b,20,2015 National Survey of Net Passenger Flow
jp-noncommute-42-04-000001,42,04,demand-site-1faa44055d11a3db934681d7,demand-site-fc60ac38154c3d7019b1cad7,106,2015 National Survey of Net Passenger Flow
jp-noncommute-42-05-000001,42,05,demand-site-038b2ffda680526f50f67a94,demand-site-aa5e2ebc1cf77cb71be57bac,7,2015 National Survey of Net Passenger Flow
jp-noncommute-42-06-000001,42,06,demand-site-9a859b7c6c5c5b4b3c92edac,demand-site-f2df1f86f06bd43044638037,12,2015 National Survey of Net Passenger Flow
jp-noncommute-42-07-000001,42,07,demand-site-94f997427bc60743d6b246f6,demand-site-098d31805eee9aad250ffc15,18,2015 National Survey of Net Passenger Flow
jp-noncommute-42-08-000001,42,08,demand-site-4f67bf8716736008677e8fa6,demand-site-8a6f033669100fa5232c8a20,37,2015 National Survey of Net Passenger Flow
jp-noncommute-42-09-000001,42,09,demand-site-a32114ba136898c4d3eb3747,demand-site-d23e9a6ee5084b8dd43f7b32,27,2015 National Survey of Net Passenger Flow
jp-noncommute-42-10-000001,42,10,demand-site-468f7320c61e449b22c67899,demand-site-5ffa2bce6314aa725f80e63d,22,2015 National Survey of Net Passenger Flow
jp-noncommute-42-11-000001,42,11,demand-site-f0c99d0fb40871a226b18f14,demand-site-0209289839b787ce8386cb41,179,2015 National Survey of Net Passenger Flow
jp-noncommute-42-12-000001,42,12,demand-site-d499f031f3d72611524da395,demand-site-50bab62a9506a7dc2ab99e0e,200,2015 National Survey of Net Passenger Flow
jp-noncommute-42-12-000002,42,12,demand-site-736559fc41b76ddb2d6fea44,demand-site-f83b84a58b3f483087f0d625,103,2015 National Survey of Net Passenger Flow
jp-noncommute-42-13-000001,42,13,demand-site-e34980960d41af88bd115f9f,demand-site-810aadf0e3754b83c429a17b,200,2015 National Survey of Net Passenger Flow
jp-noncommute-42-13-000002,42,13,demand-site-5380fea0737b7e6d611b7414,demand-site-d9dfe46d58e719d01c4f8e98,200,2015 National Survey of Net Passenger Flow
jp-noncommute-42-13-000003,42,13,demand-site-d694d30f89a242c7df60fd23,demand-site-922c52cf9d9ff1954481494e,200,2015 National Survey of Net Passenger Flow
jp-noncommute-42-13-000004,42,13,demand-site-703d486e62a2b0e550841de7,demand-site-d34acfe29c39fce90b6ffc89,200,2015 National Survey of Net Passenger Flow
jp-noncommute-42-13-000005,42,13,demand-site-f0ba2f9b0da7419ba620bce1,demand-site-abdc58044d0a0d46b24fe7f2,200,2015 National Survey of Net Passenger Flow
jp-noncommute-42-13-000006,42,13,demand-site-4593885d728d46fb698c0c16,demand-site-5721863152e0750c897bd9c2,200,2015 National Survey of Net Passenger Flow
jp-noncommute-42-13-000007,42,13,demand-site-aa0e8c9ca1f40fa3c406642d,demand-site-1ba93dcc84f5a7ba0eb79a01,170,2015 National Survey of Net Passenger Flow
jp-noncommute-42-14-000001,42,14,demand-site-39c4e6224ea3c67e9d0fc643,demand-site-ec17bf0b5491be74e8a6c797,200,2015 National Survey of Net Passenger Flow
jp-noncommute-42-14-000002,42,14,demand-site-34c05f2468f362d1727e0c84,demand-site-29be623f98f855397b43fca8,200,2015 National Survey of Net Passenger Flow
jp-noncommute-42-14-000003,42,14,demand-site-b9fa3d61a45a3451a7f4886a,demand-site-53154e5c1dde4a21e57a19fb,113,2015 National Survey of Net Passenger Flow
jp-noncommute-42-15-000001,42,15,demand-site-a75725c93f218930b9b50dd7,demand-site-7552f1aa83f405f512d1158c,29,2015 National Survey of Net Passenger Flow
jp-noncommute-42-16-000001,42,16,demand-site-cb9dfc457b91c8c61e89c683,demand-site-14eb3300d595ba579bfe195c,25,2015 National Survey of Net Passenger Flow
jp-noncommute-42-17-000001,42,17,demand-site-b73b25a1d33fb565dda96d84,demand-site-05607d0ca9c5bb8aee926165,19,2015 National Survey of Net Passenger Flow
jp-noncommute-42-18-000001,42,18,demand-site-db110f06240f84b1d5acdd55,demand-site-a41614eb29d0f8d6d998e5a7,2,2015 National Survey of Net Passenger Flow
jp-noncommute-42-19-000001,42,19,demand-site-fcb9d2ed5e1f0f9d1e020359,demand-site-c1540de218942b5f630ed3ba,7,2015 National Survey of Net Passenger Flow
jp-noncommute-42-20-000001,42,20,demand-site-af8b1d027c8866a68b1e13b2,demand-site-45b4fac88d1b10fffa091d56,85,2015 National Survey of Net Passenger Flow
jp-noncommute-42-21-000001,42,21,demand-site-9591ebafc7ff65a3639e6c80,demand-site-ad2a86b75ad7516f347b94f5,42,2015 National Survey of Net Passenger Flow
jp-noncommute-42-22-000001,42,22,demand-site-7fbc95d40f142e12ed65ad2e,demand-site-c34239b0e503a768d478bb99,87,2015 National Survey of Net Passenger Flow
jp-noncommute-42-23-000001,42,23,demand-site-c2496ead2e9eb0756defee33,demand-site-1567f40302a8af2041cdd2a0,200,2015 National Survey of Net Passenger Flow
jp-noncommute-42-23-000002,42,23,demand-site-5990cda53afe1e7aab3c52c0,demand-site-1df8405906885eb3ffaa42b3,200,2015 National Survey of Net Passenger Flow
jp-noncommute-42-23-000003,42,23,demand-site-8ebc589af1606079db76dbe0,demand-site-e3bafc88db3598bd2b36bc37,42,2015 National Survey of Net Passenger Flow
jp-noncommute-42-24-000001,42,24,demand-site-b730c8dd0b142098ff63951c,demand-site-44248621c7382a54db23c77d,75,2015 National Survey of Net Passenger Flow
jp-noncommute-42-25-000001,42,25,demand-site-d5faae7fa09f96f7920113ef,demand-site-154c93a710979ed37b3c601c,103,2015 National Survey of Net Passenger Flow
jp-noncommute-42-26-000001,42,26,demand-site-6ae61602fd05b43ee90ff052,demand-site-47be8288f4b891e9527862ea,200,2015 National Survey of Net Passenger Flow
jp-noncommute-42-26-000002,42,26,demand-site-412118da56bff9da70f95d72,demand-site-6ef0d85dcb095e34e7a65bab,65,2015 National Survey of Net Passenger Flow
jp-noncommute-42-27-000001,42,27,demand-site-cc59d1ff9abfdf61ffe23cd9,demand-site-ce5897aba6c3ee09d0000d64,200,2015 National Survey of Net Passenger Flow
jp-noncommute-42-27-000002,42,27,demand-site-5aa2b72c97370dd6f4638b0b,demand-site-e6461fa4d5ad583926349bab,200,2015 National Survey of Net Passenger Flow
jp-noncommute-42-27-000003,42,27,demand-site-886148636ff1f1e801a94ac0,demand-site-ff1567fe6e9774c78ef51c4a,200,2015 National Survey of Net Passenger Flow
jp-noncommute-42-27-000004,42,27,demand-site-16865eb4145dbb0fafc1a24e,demand-site-443c54d827cdf314796192ea,200,2015 National Survey of Net Passenger Flow
jp-noncommute-42-27-000005,42,27,demand-site-cc59d1ff9abfdf61ffe23cd9,demand-site-150d066fcc8c5f4373cbd09c,136,2015 National Survey of Net Passenger Flow
jp-noncommute-42-28-000001,42,28,demand-site-dd49d7c7f9fd8c0a916147ec,demand-site-d712f1a54438e355ee8ab46c,200,2015 National Survey of Net Passenger Flow
